UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,4,2023,10,4083784,2085631,1998153,1467420,1401752,317682,309611,35686,34671,131658,124541,7162,6893,126023,120685,1583106,1512516,384889,374781,60230,58266,179611,169738,16346,15536,1551770,1482201,1021295,971015,283599,276620,16719,16028,124671,117681,4702,4453,100784,96404,1114214,1059900,337777,329201,32685,31367,164919,155481,11536,10845,533861,515952,446125,430737,34083,32991,18967,18643,6987,6860,2460,2440,25239,24281,468892,452616,47112,45580,27545,26899,14692,14257,4810,4691
R,4,2023,11,4102287,2101946,2000341,1487693,1412100,320470,309664,36952,35142,124965,118093,6837,6595,125029,118747,1602488,1521108,387531,373734,61710,58732,171863,162257,15842,15119,1558616,1479538,1032907,975856,286561,277077,17031,16186,118072,111561,4413,4249,99632,94609,1124800,1063126,340516,328679,33100,31478,157245,148404,11072,10525,543330,520803,454786,436244,33909,32587,19921,18956,6893,6532,2424,2346,25397,24138,477688,457982,47015,45055,28610,27254,14618,13853,4770,4594
R,4,2023,12,4142630,2124829,2017801,1512867,1432886,322776,310894,34614,33554,122615,115568,6731,6397,125226,118502,1627943,1541662,389757,374767,59617,57568,169437,159328,15789,14853,1570045,1485813,1042028,981951,290994,279863,17106,16439,115982,109366,4437,4228,99498,93966,1133854,1068562,344782,331077,33286,31976,155028,145797,11114,10463,554784,531988,470839,450935,31782,31031,17508,17115,6633,6202,2294,2169,25728,24536,494089,473100,44975,43690,26331,25592,14409,13531,4675,4390
R,4,2023,13,4239691,2171368,2068323,1555744,1474440,328442,317662,34653,33360,120944,115636,6566,6431,125019,120794,1670927,1585455,395624,383182,59763,57911,166919,159582,15346,14889,1598861,1520118,1067164,1006820,296407,286858,17618,17096,114471,109498,4439,4296,98762,95550,1158561,1094995,350193,339213,33640,32905,152598,146144,10900,10511,572507,548205,488580,467620,32035,30804,17035,16264,6473,6138,2127,2135,26257,25244,512366,490460,45431,43969,26123,25006,14321,13438,4446,4378
R,4,2023,14,4348130,2226169,2121961,1599442,1518219,339047,328400,35424,33862,121878,116335,6756,6646,123622,118499,1713006,1627260,405639,392754,60558,57401,166900,159214,15440,14978,1643648,1565491,1100759,1042300,306890,297150,18046,17417,115331,110225,4619,4523,98003,93876,1191112,1129063,360449,349024,34170,32381,152934,145954,11070,10628,582521,556470,498683,475919,32157,31250,17378,16445,6547,6110,2137,2123,25619,24623,521894,498197,45190,43730,26388,25020,13966,13260,4370,4350
R,4,2023,15,4480241,2294936,2185305,1653417,1566344,347782,337437,36749,35375,126537,120529,6840,6678,123611,118942,1766875,1675479,413977,402368,61904,59646,171722,163097,15751,15003,1692675,1611668,1136164,1074461,315081,305965,18587,18197,120107,114440,4658,4453,98078,94152,1226547,1161137,368498,358258,34715,33678,157793,149860,11242,10592,602261,573637,517253,491883,32701,31472,18162,17178,6430,6089,2182,2225,25533,24790,540328,514342,45479,44110,27189,25968,13929,13237,4509,4411
R,4,2023,16,4461810,2284636,2177174,1653440,1569410,344749,333143,37194,35376,123454,118182,6737,6621,119062,114442,1762799,1674359,408087,394801,61719,59137,167212,159334,15381,14797,1687552,1606777,1140139,1079379,312663,302129,18714,18018,116977,112155,4637,4444,94422,90652,1227209,1162809,363663,351982,34491,33220,153451,146444,11005,10454,597084,570397,513301,490031,32086,31014,18480,17358,6477,6027,2100,2177,24640,23790,535590,511550,44424,42819,27228,25917,13761,12890,4376,4343
R,4,2023,17,4368484,2234618,2133866,1627476,1543638,330307,322781,35800,34424,122077,118610,6596,6554,112362,107859,1730478,1642466,389540,380202,59635,57047,163298,158035,14672,14185,1657762,1583259,1130039,1068631,300025,293526,18080,17737,116023,112985,4495,4490,89100,85890,1211974,1147550,347846,340106,33344,32277,150538,146042,10501,10168,576856,550607,497437,475007,30282,29255,17720,16687,6054,5625,2101,2064,23262,21969,518504,494916,41694,40096,26291,24770,12760,11993,4171,4017
R,4,2023,18,4339929,2219655,2120274,1619439,1535516,324269,315391,35476,33771,126456,125193,6688,6408,107327,103995,1717647,1630490,379680,369583,58732,56215,166632,163574,14472,13982,1655936,1583494,1132081,1071680,295029,287229,18091,17319,120567,119590,4683,4538,85485,83138,1210611,1147820,339800,331295,33172,31967,154423,151981,10481,10259,563719,536780,487358,463836,29240,28162,17385,16452,5889,5603,2005,1870,21842,20857,507036,482670,39880,38288,25560,24248,12209,11593,3991,3723
R,4,2023,19,4381612,2238704,2142908,1640946,1557827,322987,316239,34695,33420,129188,128028,6492,6264,104396,101130,1736534,1650417,376405,368441,57828,55781,168137,165442,14124,13572,1683372,1611538,1159901,1097521,294412,289019,17828,17319,123397,122532,4587,4432,83247,80715,1236371,1171652,337675,331319,32958,32035,156191,154085,10310,9871,555332,531370,481045,460306,28575,27220,16867,16101,5791,5496,1905,1832,21149,20415,500163,478765,38730,37122,24870,23746,11946,11357,3814,3701
R,4,2023,20,4322478,2208957,2113521,1619939,1536338,320378,314836,34555,32667,129018,127514,6457,6167,98610,95999,1709822,1623868,370578,364039,56895,54526,165747,163014,13938,13297,1663690,1591823,1146945,1083119,292162,288413,17623,17189,123452,122218,4592,4385,78916,76499,1219114,1153129,332965,328273,32336,31564,154466,152010,10217,9782,545267,521698,472994,453219,28216,26423,16932,15478,5566,5296,1865,1782,19694,19500,490708,470739,37613,35766,24559,22962,11281,11004,3721,3515
R,4,2023,21,4341226,2216261,2124965,1623664,1545138,326539,320703,34353,32268,129067,126602,6215,6111,96423,94143,1711600,1630776,375443,369038,57059,54675,164465,160774,13373,13139,1677780,1610528,1156287,1097835,298737,294598,17835,17173,123699,121456,4385,4303,76837,75163,1226544,1166446,338374,333814,32735,32055,153556,150270,9881,9654,538481,514437,467377,447303,27802,26105,16518,15095,5368,5146,1830,1808,19586,18980,485056,464330,37069,35224,24324,22620,10909,10504,3492,3485
R,4,2023,22,4412719,2251833,2160886,1643528,1565168,333781,328868,34323,32903,138584,135762,6261,6145,95356,92040,1730214,1648728,381749,375671,57145,54973,173993,169348,13517,13150,1714579,1647605,1176437,1118549,306242,302652,18121,17556,133187,130748,4543,4342,76049,73758,1245652,1185693,344987,340693,33341,32492,163167,159167,10037,9671,537254,513281,467091,446619,27539,26216,16202,15347,5397,5014,1718,1803,19307,18282,484562,463035,36762,34978,23804,22481,10826,10181,3480,3479
R,4,2023,23,4368381,2227076,2141305,1624988,1549538,333503,328987,34299,32819,135744,133832,6250,5967,92292,90162,1708930,1631155,380061,375199,57251,55057,169000,166081,13183,12852,1701863,1638527,1167973,1112154,306698,303466,18384,17700,130508,128840,4509,4248,73791,72119,1235241,1177558,344479,341096,33812,32722,158681,156002,9814,9487,525213,502778,457015,437384,26805,25521,15915,15119,5236,4992,1741,1719,18501,18043,473689,453597,35582,34103,23439,22335,10319,10079,3369,3365
R,4,2023,24,4337522,2207826,2129696,1614401,1543075,327822,325246,33471,32595,135932,135430,6227,5835,89973,87515,1695895,1622311,372645,369622,56082,54907,168510,166640,13413,12558,1694487,1635620,1167650,1112999,301639,300145,18100,17641,130666,130435,4523,4189,71909,70211,1232923,1176686,337986,336304,33426,32998,158220,156721,10068,9382,513339,494076,446751,430076,26183,25101,15371,14954,5266,4995,1704,1646,18064,17304,462972,445625,34659,33318,22656,21909,10290,9919,3345,3176
R,4,2023,25,4314586,2193614,2120972,1598013,1531209,328117,325030,32926,32231,141662,141680,6210,5939,86686,84883,1676425,1607913,371024,367441,55196,54183,172982,172148,12968,12398,1688717,1635743,1157573,1108216,303080,300645,17569,17603,136569,136779,4567,4317,69359,68183,1220388,1169909,337896,335193,32780,32786,163083,162635,9791,9308,504897,485229,440440,422993,25037,24385,15357,14628,5093,4901,1643,1622,17327,16700,456037,438004,33128,32248,22416,21397,9899,9513,3177,3090
R,4,2023,26,4335464,2200843,2134621,1605250,1540318,325244,324439,32932,31993,146868,148973,6313,5785,84236,83113,1681425,1615217,366117,365480,55397,54151,177464,178711,12995,12415,1698112,1652127,1167069,1119445,300140,300689,17660,17443,141845,144054,4574,4199,66824,66297,1227633,1179219,332835,333858,32830,32621,167783,169234,9718,9339,502731,482494,438181,420873,25104,23750,15272,14550,5023,4919,1739,1586,17412,16816,453792,435998,33282,31622,22567,21530,9681,9477,3277,3076
R,4,2023,27,4383896,2227047,2156849,1622299,1554945,330800,328972,32881,31441,151973,154972,6414,6293,82680,80226,1696835,1627138,370207,368015,55575,53497,182144,183849,13051,12875,1724602,1674129,1183605,1133155,305795,305179,17840,17151,146993,150013,4661,4548,65708,64083,1242878,1190914,337436,336611,33333,32419,172589,174476,9836,9729,502445,482720,438694,421790,25005,23793,15041,14290,4980,4959,1753,1745,16972,16143,453957,436224,32771,31404,22242,21078,9555,9373,3215,3146
R,4,2023,28,4448843,2255918,2192925,1635305,1571768,344688,344003,33178,32209,155463,159207,6522,6477,80762,79261,1707588,1642547,382562,382267,56247,54590,184915,187867,13485,13086,1753758,1709395,1196546,1149584,319535,319718,18262,17607,150454,154347,4772,4766,64189,63373,1253951,1206208,349805,350545,34259,33310,175528,178635,10207,9964,502160,483530,438759,422184,25153,24285,14916,14602,5009,4860,1750,1711,16573,15888,453637,436339,32757,31722,21988,21280,9387,9232,3278,3122
R,4,2023,29,4540962,2303523,2237439,1663385,1595884,361275,359406,34070,33342,160309,164528,6593,6622,77891,77657,1732710,1664871,397108,396304,56882,56178,189166,192413,13450,13352,1794291,1750224,1217786,1170338,335615,334736,18886,18711,155371,159630,4829,4937,61804,61872,1272756,1225265,364075,364326,34766,34761,179899,183277,10156,10176,509232,487215,445599,425546,25660,24670,15184,14631,4938,4898,1764,1685,16087,15785,459954,439606,33033,31978,22116,21417,9267,9136,3294,3176
R,4,2023,30,4625914,2344748,2281166,1690993,1625635,372583,368651,35246,33948,164129,170977,6862,6669,74935,75286,1757503,1692463,405989,403194,57929,56638,192223,198642,13553,13278,1831289,1791520,1241486,1197180,346366,344080,19667,19295,159269,165964,4994,4907,59507,60094,1294292,1250525,372718,371529,35528,35360,183377,189641,10316,10117,513459,489646,449507,428455,26217,24571,15579,14653,4860,5013,1868,1762,15428,15192,463211,441938,33271,31665,22401,21278,8846,9001,3237,3161
R,4,2023,31,4715229,2380212,2335017,1717809,1662363,374815,377779,36692,34228,170658,178840,7340,6961,72898,74846,1781822,1727966,406125,411646,59332,56784,198736,207376,14266,13915,1862934,1844660,1266238,1235430,348055,351439,20371,19574,165681,173644,5320,5118,57269,59455,1316424,1287502,372290,378095,36019,35396,189698,198023,10803,10550,517278,490357,451571,426933,26760,26340,16321,14654,4977,5196,2020,1843,15629,15391,465398,440464,33835,33551,23313,21388,9038,9353,3463,3365
R,4,2023,32,4785486,2416272,2369214,1748067,1687779,376228,382170,35976,33296,178478,186554,7748,7202,69775,72213,1808867,1750794,405399,414308,57642,55194,206325,214614,14807,14156,1900795,1887676,1298953,1269748,349005,355156,19707,19210,173124,181145,5616,5374,54390,57043,1346105,1319343,371190,380273,34524,34509,196968,205042,11197,10940,515477,481538,449114,418031,27223,27014,16269,14086,5354,5409,2132,1828,15385,15170,462762,431451,34209,34035,23118,20685,9357,9572,3610,3216
R,4,2023,33,4743593,2392198,2351395,1737783,1677106,366826,376458,35436,32797,179644,189949,7900,7232,64609,67853,1794192,1736276,393419,406197,55541,53454,205635,216521,14248,13809,1883722,1881235,1294246,1268982,339979,349766,19234,18966,174394,184638,5740,5428,50129,53455,1337812,1315437,360061,372708,32897,33252,196647,207477,10755,10673,508476,470160,443537,408124,26847,26692,16202,13831,5250,5311,2160,1804,14480,14398,456380,420839,33358,33489,22644,20202,8988,9044,3493,3136
R,4,2023,34,4628531,2335423,2293108,1705187,1640589,345051,357788,34422,31189,182077,192848,7752,6956,60934,63738,1758226,1696120,369368,385344,53574,50741,207003,218029,13940,13083,1840648,1840230,1273128,1246849,319347,332237,18317,17865,177034,187651,5722,5282,47100,50346,1313966,1290526,337311,353469,31239,31571,198430,209342,10652,10191,494775,452878,432059,393740,25704,25551,16105,13324,5043,5197,2030,1674,13834,13392,444260,405594,32057,31875,22335,19170,8573,8687,3288,2892
R,4,2023,35,4545648,2294576,2251072,1692873,1625049,326380,340285,33588,30719,176316,187061,7753,6909,57666,61049,1742852,1678254,349137,366262,51773,49513,200083,211444,13826,12971,1799819,1801990,1259112,1234110,301919,315304,17702,17347,171438,182207,5605,5214,44043,47808,1297023,1275662,318512,334938,29664,30337,191804,203179,10452,10088,494757,449082,433761,390939,24461,24981,15886,13372,4878,4854,2148,1695,13623,13241,445829,402592,30625,31324,22109,19176,8279,8265,3374,2883
R,4,2023,36,4498509,2274373,2224136,1690751,1614038,315212,330204,32830,29805,173641,184519,7588,6832,54351,58738,1738089,1665192,336209,354999,50398,48599,196026,207702,13172,12539,1782696,1778397,1258904,1225390,291032,305698,17149,16692,168763,179844,5396,5087,41452,45686,1294812,1264969,306102,324405,28811,29611,188020,199738,9872,9642,491677,445739,431847,388648,24180,24506,15681,13113,4878,4675,2192,1745,12899,13052,443277,400223,30107,30594,21587,18988,8006,7964,3300,2897
R,4,2023,37,4516579,2284506,2232073,1706683,1627265,310201,326412,32425,29646,174350,185249,7756,6999,53091,56502,1752746,1676240,330404,349691,49831,47900,196099,207867,13496,12792,1789049,1786199,1271245,1238018,286185,301959,16357,16524,169469,180511,5561,5334,40232,43853,1305909,1275824,300603,319273,27811,29192,188046,199892,10134,10012,495457,445874,435438,389247,24016,24453,16068,13122,4881,4738,2195,1665,12859,12649,446837,400416,29801,30418,22020,18708,8053,7975,3362,2780
R,4,2023,38,4470696,2256076,2214620,1691231,1617968,301367,320158,31601,29221,173192,185476,7547,6798,51138,54999,1735585,1665677,320512,342078,48793,47437,194166,207820,13060,12423,1765545,1771225,1259440,1230234,278031,296350,16119,16249,168317,180924,5337,5084,38301,42384,1292393,1266824,291412,312331,27342,28783,186195,200082,9713,9598,490531,443395,431791,387734,23336,23808,15482,12972,4875,4552,2210,1714,12837,12615,443192,398853,29100,29747,21451,18654,7971,7738,3347,2825
R,4,2023,39,4422504,2230081,2192423,1676004,1602168,293429,314949,31500,28984,172334,185707,7357,6751,49457,53864,1718879,1648822,311715,335975,48269,47242,192780,207576,12744,12427,1747008,1752038,1250446,1217044,270742,291291,15862,15967,167516,181281,5306,5086,37136,41369,1282399,1252685,283515,306591,26903,28513,184896,199959,9553,9607,483073,440385,425558,385124,22687,23658,15638,13017,4818,4426,2051,1665,12321,12495,436480,396137,28200,29384,21366,18729,7884,7617,3191,2820
R,4,2023,40,4478184,2255342,2222842,1700430,1628700,295623,319242,32143,29463,170118,184814,7424,6833,49604,53790,1743364,1675104,313816,340244,49248,48022,190388,206523,12858,12508,1763744,1772424,1266725,1234610,272783,294911,16213,16201,165362,180212,5327,5127,37334,41363,1298758,1270022,285512,310234,27608,29053,182599,198733,9657,9701,491598,450418,433705,394090,22840,24331,15930,13262,4756,4602,2097,1706,12270,12427,444606,405082,28304,30010,21640,18969,7789,7790,3201,2807
R,4,2023,41,4428859,2228790,2200069,1685320,1615901,291120,314870,30903,28461,166028,182348,7345,6645,48074,51844,1726863,1660556,308660,335297,47847,46617,185483,202919,12633,12114,1746416,1753285,1260086,1224421,268542,291168,15330,15405,161322,177651,5227,4908,35909,39732,1290839,1258449,280711,306006,26530,27908,177749,195201,9408,9289,482374,446784,425234,391480,22578,23702,15573,13056,4706,4697,2118,1737,12165,12112,436024,402107,27949,29291,21317,18709,7734,7718,3225,2825
R,4,2023,42,4401173,2212421,2188752,1678258,1609483,291192,317822,30788,28560,157663,175196,7265,6314,47255,51377,1719048,1653903,308489,338254,47600,46610,176729,195262,12484,11745,1732538,1745274,1254334,1220950,269276,293967,15452,15763,152927,170644,5141,4682,35408,39268,1284619,1254646,281326,308688,26658,28270,169083,187765,9311,9083,479883,443478,423924,388533,21916,23855,15336,12797,4736,4552,2124,1632,11847,12109,434429,399257,27163,29566,20942,18340,7646,7497,3173,2662
R,4,2023,43,4320355,2169680,2150675,1643540,1578383,289159,316135,30137,27676,154425,172228,6946,6467,45473,49786,1682770,1621142,305642,335821,46796,45442,172471,191739,12095,11784,1695161,1714236,1224939,1195884,267128,292713,14881,15128,149857,167757,4825,4835,33531,37919,1253615,1228159,278379,306821,25803,27479,164935,184305,8886,9108,474519,436439,418601,382499,22031,23422,15256,12548,4568,4471,2121,1632,11942,11867,429155,392983,27263,29000,20993,17963,7536,7434,3209,2676
R,4,2023,44,4156807,2082313,2074494,1582427,1524353,273609,303431,28357,26670,148963,167269,6199,5843,42758,46928,1619264,1564726,289090,321662,44045,43692,165956,185690,10880,10728,1637630,1656326,1189103,1158051,253267,280943,14375,14534,144705,163061,4442,4269,31738,35468,1216156,1188316,263873,293830,24757,26234,159074,178700,8154,8203,444683,418168,393324,366302,20342,22488,13982,12136,4258,4208,1757,1574,11020,11460,403108,376410,25217,27832,19288,17458,6882,6990,2726,2525
R,4,2023,45,4095835,2047446,2048389,1563403,1513127,265282,295047,27961,26465,143500,162687,6215,5664,41085,45399,1598642,1551986,279964,312548,43198,43258,159946,180448,10650,10419,1604158,1629140,1170537,1144620,245574,273202,14118,14471,139251,158351,4397,4210,30281,34286,1196191,1173698,255515,285443,24176,26063,153047,173450,7898,8042,443288,419249,392866,368507,19708,21845,13843,11994,4249,4336,1818,1454,10804,11113,402451,378288,24449,27105,19022,17195,6899,6998,2752,2377
R,4,2023,46,3987283,1989533,1997750,1518935,1474884,255471,285960,27125,25473,143061,162809,5857,5571,39084,43053,1552654,1511549,269164,302382,41900,41552,158535,179846,10195,10181,1558466,1585933,1136228,1111756,236531,264796,13864,14135,138858,158608,4187,4071,28798,32567,1160744,1139204,245653,276386,23766,25311,151870,173002,7623,7790,431067,411817,382707,363128,18940,21164,13261,11338,4203,4201,1670,1500,10286,10486,391910,372345,23511,25996,18134,16241,6665,6844,2572,2391
R,4,2023,47,3907715,1948693,1959022,1485995,1446850,249384,279650,26499,24864,143952,161528,5536,5354,37327,40776,1518126,1481612,262276,294854,40708,40314,158924,177780,9638,9645,1527905,1554140,1111757,1089059,231220,259137,13461,13651,139928,157367,3991,3964,27548,30962,1135199,1115183,239780,269816,23015,24505,152555,171169,7239,7417,420788,404882,374238,357791,18164,20513,13038,11213,4024,4161,1545,1390,9779,9814,382927,366429,22496,25038,17693,15809,6369,6611,2399,2228
R,4,2023,48,3921830,1955514,1966316,1497600,1459252,247116,278044,26233,24672,144131,160388,5646,5107,34788,38853,1527178,1492218,259003,292432,39925,39652,157997,175838,9572,9106,1540815,1567306,1126668,1104675,230240,258962,13276,13701,140264,156507,4107,3802,26260,29659,1148748,1129561,238456,269069,22660,24216,152180,169819,7300,7042,414699,399010,370932,354577,16876,19082,12957,10971,3867,3881,1539,1305,8528,9194,378430,362657,20547,23363,17265,15436,5817,6019,2272,2064
R,4,2023,49,3852800,1918056,1934744,1468488,1434044,242815,274789,25384,24387,142400,159027,5204,4999,33765,37498,1497223,1465721,254121,288518,38694,38942,155999,174014,9031,9000,1521174,1546688,1113100,1088874,226676,256242,13066,13539,138841,155316,3853,3748,25638,28969,1134668,1113080,234433,266033,22329,24039,150547,168257,6980,6980,396882,388056,355388,345170,16139,18547,12318,10848,3559,3711,1351,1251,8127,8529,362555,352641,19688,22485,16365,14903,5452,5757,2051,2020
R,4,2023,50,3934577,1957194,1977383,1499885,1467840,251030,283437,25405,24576,141997,159329,5162,4974,33715,37227,1528480,1499260,261930,296836,38977,39457,155627,174061,8931,8888,1564919,1593422,1148065,1126177,235328,265379,13319,13756,138418,155545,3888,3702,25901,28863,1169771,1150234,242897,275051,22958,24594,150273,168271,6957,6921,392275,383961,351820,341663,15702,18058,12086,10820,3579,3784,1274,1272,7814,8364,358709,349026,19033,21785,16019,14863,5354,5790,1974,1967
R,4,2023,51,4139737,2063362,2076375,1599001,1560572,259370,291507,25752,24795,140463,157077,5289,4893,33487,37531,1627351,1592218,270083,304718,39706,40230,153705,171738,9013,8906,1675104,1696466,1250944,1221928,243862,273777,13799,14274,136776,153484,3933,3688,25790,29315,1272516,1246340,251332,283267,23832,25673,148283,166260,6981,7017,388258,379909,348057,338644,15508,17730,11953,10521,3687,3593,1356,1205,7697,8216,354835,345878,18751,21451,15874,14557,5422,5478,2032,1889
R,4,2023,52,4372444,2183127,2189317,1707380,1660544,270610,304761,26456,25602,138807,155195,5077,5087,34797,38128,1736894,1692646,281735,318140,41127,41696,152324,169734,9115,9316,1795159,1812193,1359300,1325021,255080,286883,14574,14926,135236,151536,3798,3820,27171,30007,1382103,1350025,262985,296610,25374,27059,146962,164100,7128,7315,387968,377124,348080,335523,15530,17878,11882,10676,3571,3659,1279,1267,7626,8121,354791,342621,18750,21530,15753,14637,5362,5634,1987,2001
R,4,2023,53,4217399,2103486,2113913,1648189,1610588,259805,289486,25406,24319,131882,148841,5284,5023,32920,35656,1675940,1640362,270171,301747,39654,39778,144481,162462,9222,9082,1728611,1752340,1312104,1287941,244791,272753,13902,14410,128418,145276,3976,3872,25420,28088,1333267,1311157,251992,281674,24296,26106,139314,157014,7232,7243,374875,361573,336085,322647,15014,16733,11504,9909,3464,3565,1308,1151,7500,7568,342673,329205,18179,20073,15358,13672,5167,5448,1990,1839
R,4,2023,54,4081948,2031601,2050347,1597904,1568927,246056,275943,24363,23407,128426,144122,4610,4755,30242,33193,1623520,1596683,255103,287138,37943,38254,139864,156489,8166,8519,1680081,1709079,1282401,1264694,231806,260002,13677,13912,125261,140855,3473,3583,23463,26033,1302065,1286207,238020,268000,23785,25169,135185,151601,6396,6721,351520,341268,315503,304233,14250,15941,10686,9495,3165,3267,1137,1172,6779,7160,321455,310476,17083,19138,14158,13085,4679,4888,1770,1798
R,4,2023,55,3986520,1980150,2006370,1560480,1535634,244420,276074,23566,23212,118333,135075,4632,4623,28719,31752,1584672,1562049,253069,286759,36653,37572,129160,146734,7919,8415,1637619,1672971,1253102,1238061,230302,260327,13193,14093,115328,132018,3471,3551,22223,24921,1271569,1258552,236208,267936,22902,25045,124718,142082,6244,6724,342531,333399,307378,297573,14118,15747,10373,9119,3005,3057,1161,1072,6496,6831,313103,303497,16861,18823,13751,12527,4442,4652,1675,1691
R,4,2023,56,4031186,1993814,2037372,1579946,1571151,244501,279134,23254,23115,113443,128488,4745,4586,27925,30898,1603273,1596800,252860,289628,36277,37484,123790,139519,8157,8169,1663979,1713685,1283364,1281984,231195,264054,13416,14412,110548,125522,3636,3500,21820,24213,1301330,1301838,236922,271533,23305,25370,119501,135022,6526,6514,329835,323687,296582,289167,13306,15080,9838,8703,2895,2966,1109,1086,6105,6685,301943,294962,15938,18095,12972,12114,4289,4497,1631,1655
R,4,2023,57,4092061,2019678,2072383,1597959,1596675,251768,286973,23560,23378,114152,129979,4565,4561,27674,30817,1621018,1622237,260001,297114,36849,38105,124088,140909,7966,8223,1694960,1753994,1306549,1312537,238268,271917,13757,14753,111322,126939,3523,3599,21541,24249,1324236,1332382,243891,279155,23864,26189,119912,136326,6380,6655,324718,318389,291410,284138,13500,15056,9803,8625,2830,3040,1042,962,6133,6568,296782,289855,16110,17959,12985,11916,4176,4583,1586,1568
R,4,2023,58,4260814,2091652,2169162,1665515,1684378,256202,294806,23960,24247,113209,129422,4666,4801,28100,31508,1688972,1710424,264275,305023,37770,39752,123290,140281,8049,8550,1774829,1853272,1380942,1402204,243201,279966,14516,15765,110404,126516,3666,3782,22100,25039,1399129,1422610,248760,287312,25121,27990,119177,135925,6507,6966,316823,315890,284573,282174,13001,14840,9444,8482,2805,2906,1000,1019,6000,6469,289843,287814,15515,17711,12649,11762,4113,4356,1542,1584
R,4,2023,59,4318745,2118860,2199885,1696602,1718350,252055,289444,23486,24012,114441,132180,4423,4608,27853,31291,1719752,1744165,259821,299187,37502,39644,124342,143005,7903,8399,1817203,1895081,1426016,1446335,239344,275102,14448,15647,111781,129367,3461,3639,22153,24991,1444235,1466698,244773,282105,25395,28136,120398,138698,6410,6825,301657,304804,270586,272015,12711,14342,9038,8365,2660,2813,962,969,5700,6300,275517,277467,15048,17082,12107,11508,3944,4307,1493,1574
R,4,2023,60,4305256,2104540,2200716,1688605,1725900,247699,286527,23075,23701,113539,129207,4277,4538,27345,30843,1711497,1751285,255106,296189,36745,39430,123344,139633,7566,8172,1816026,1906127,1429318,1462611,235823,273021,14442,15621,110979,126504,3379,3634,22085,24736,1447603,1482705,241024,279972,25376,28201,119590,135576,6217,6703,288514,294589,259287,263289,11876,13506,8633,8080,2560,2703,898,904,5260,6107,263894,268580,14082,16217,11369,11229,3754,4057,1349,1469
R,4,2023,61,4328221,2113238,2214983,1713071,1753071,242904,284149,22721,23720,103192,119287,4259,4306,27091,30450,1735692,1778048,250177,293698,36560,39560,112787,129491,7598,7867,1837228,1934476,1464982,1502514,231617,271414,14509,15896,100830,116661,3444,3427,21846,24564,1483059,1522454,236685,278333,25579,28747,109224,125496,6276,6413,276010,280507,248089,250557,11287,12735,8212,7824,2362,2626,815,879,5245,5886,252633,255594,13492,15365,10981,10813,3563,3995,1322,1454
R,4,2023,62,4284428,2084188,2200240,1689910,1742434,239571,280761,21930,23148,102158,120264,4086,4269,26533,29364,1712072,1766542,246496,289626,35661,38582,111547,130170,7264,7775,1822923,1929435,1455282,1499915,228862,268504,14069,15876,99824,117717,3311,3465,21575,23958,1473066,1519348,233798,275049,25125,28502,108124,126351,6019,6461,261265,270805,234628,242519,10709,12257,7861,7272,2334,2547,775,804,4958,5406,239006,247194,12698,14577,10536,10080,3423,3819,1245,1314
R,4,2023,63,4199658,2040083,2159575,1652825,1707502,235373,277727,21248,22699,100698,118842,4110,4036,25829,28769,1674448,1731034,242173,286649,34629,37999,109869,128270,7198,7412,1789546,1901059,1427848,1476606,224978,265791,13853,15605,98482,116421,3305,3256,21080,23380,1445363,1495482,229803,272381,24682,28104,106582,124581,5921,6109,250537,258516,224977,230896,10395,11936,7395,7094,2216,2421,805,780,4749,5389,229085,235552,12370,14268,9947,9895,3287,3689,1277,1303
R,4,2023,64,4123543,1991332,2132211,1623050,1696197,223944,267314,19637,21499,96719,116343,3704,3815,24278,27043,1643307,1718452,230225,275336,32497,36263,105130,125145,6521,6882,1763453,1890329,1418388,1479713,214274,256171,13089,14903,94714,114141,3026,3149,19962,22252,1434907,1497851,218750,262082,23662,27156,102138,121865,5429,5797,227879,241882,204662,216484,9670,11143,6548,6596,2005,2202,678,666,4316,4791,208400,220601,11475,13254,8835,9107,2992,3280,1092,1085
