UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2023,51,4191534,2091168,2100366,1627742,1584745,261081,293562,25675,25078,137777,154401,5285,4857,33608,37723,1656139,1616600,271778,306835,39682,40705,151122,168983,9090,8899,1705269,1722947,1281573,1248461,245658,276031,13929,14487,134110,150824,3920,3671,26079,29473,1303347,1273076,253204,285557,24101,26081,145725,163499,7063,7003,385899,377419,346169,336284,15423,17531,11746,10591,3667,3577,1365,1186,7529,8250,352792,343524,18574,21278,15581,14624,5397,5484,2027,1896
R,1,2023,52,4374035,2185252,2188783,1708071,1661511,271837,303649,26656,25406,138873,155195,5121,5106,34694,37916,1737448,1693319,282955,316919,41484,41509,152137,169648,9142,9393,1796729,1814814,1359714,1328620,256205,285991,14644,14851,135270,151548,3835,3844,27061,29960,1382368,1353495,264115,295746,25548,27029,146768,164028,7154,7390,388523,373969,348357,332891,15632,17658,12012,10555,3603,3647,1286,1262,7633,7956,355080,339824,18840,21173,15936,14480,5369,5620,1988,2003
R,1,2023,53,4171416,2078140,2093276,1632289,1598026,253843,284861,24881,24098,129885,146425,5158,4949,32084,34917,1659449,1627264,263758,296750,38875,39369,142161,159723,9005,8876,1710281,1736726,1302238,1279938,239166,268376,13772,14277,126475,142934,3909,3810,24721,27391,1322911,1302654,245990,276953,23971,25772,137098,154379,7084,7069,367859,356550,330051,318088,14677,16485,11109,9821,3410,3491,1249,1139,7363,7526,336538,324610,17768,19797,14904,13597,5063,5344,1921,1807
R,1,2023,54,4058202,2021746,2036456,1587209,1555808,247669,276181,24598,23302,127717,143586,4566,4754,29987,32825,1612479,1583194,256741,287165,38052,38015,139102,155835,8086,8545,1669920,1696195,1271599,1252284,233334,260250,13705,13922,124631,140335,3428,3596,23223,25808,1290945,1273544,239544,268109,23715,25126,134497,151009,6333,6764,351826,340261,315610,303524,14335,15931,10893,9380,3086,3251,1138,1158,6764,7017,321534,309650,17197,19056,14337,12889,4605,4826,1753,1781
R,1,2023,55,3996166,1982936,2013230,1566275,1545269,244275,276668,23252,23151,115970,132178,4644,4547,28520,31417,1590312,1571396,252741,287323,36352,37514,126666,143548,7962,8274,1646347,1683984,1264088,1251380,230501,261124,13155,14154,112984,129180,3491,3489,22128,24657,1282487,1271642,236292,268731,22921,25168,122268,138943,6294,6605,336589,329246,302187,293889,13774,15544,10097,8997,2986,2998,1153,1058,6392,6760,307825,299754,16449,18592,13431,12346,4398,4605,1668,1669
R,1,2023,56,4030039,1993045,2036994,1578547,1570886,245877,280555,23086,22980,113093,127260,4683,4594,27759,30719,1601685,1596346,254269,290948,36106,37388,123282,138144,8073,8208,1664852,1715580,1283422,1283682,232619,265571,13348,14418,110196,124279,3581,3548,21686,24082,1301226,1303393,238361,272971,23261,25434,118997,133671,6462,6582,328193,321414,295125,287204,13258,14984,9738,8562,2897,2981,1102,1046,6073,6637,300459,292953,15908,17977,12845,11954,4285,4473,1611,1626
R,1,2023,57,4142292,2044788,2097504,1619505,1617908,254521,289548,23991,23877,114166,130463,4661,4616,27944,31092,1642757,1643677,262747,299718,37481,38713,124245,141528,8095,8296,1718962,1778521,1327264,1333465,240784,274381,14122,15149,111346,127399,3626,3621,21820,24506,1345155,1353499,246428,281643,24398,26656,120080,136917,6516,6718,325826,318983,292241,284443,13737,15167,9869,8728,2820,3064,1035,995,6124,6586,297602,290178,16319,18075,13083,12057,4165,4611,1579,1578
R,1,2023,58,4308216,2113924,2194292,1686238,1706917,257633,296786,23977,24335,113396,129938,4566,4722,28114,31594,1709694,1733031,265637,306949,37902,40070,123435,140759,8001,8450,1800539,1880200,1404757,1426220,244815,282103,14602,15851,110603,127095,3592,3734,22170,25197,1423021,1446776,250346,289426,25361,28352,119316,136487,6474,6882,313385,314092,281481,280697,12818,14683,9375,8484,2793,2843,974,988,5944,6397,286673,286255,15291,17523,12541,11718,4119,4272,1527,1568
R,1,2023,59,4320366,2119545,2200821,1697411,1720356,251594,288686,23550,23898,114717,132102,4341,4594,27932,31185,1720696,1746070,259297,298362,37687,39493,124657,142881,7704,8376,1819899,1898561,1428466,1450675,239048,274494,14635,15562,112118,129291,3374,3629,22258,24910,1446826,1470947,244443,281442,25705,28003,120786,138610,6222,6823,299646,302260,268945,269681,12546,14192,8915,8336,2599,2811,967,965,5674,6275,273870,275123,14854,16920,11982,11490,3871,4271,1482,1553
R,1,2023,60,4330904,2117255,2213649,1701086,1738587,249023,288067,23055,23845,112542,127732,4343,4538,27206,30880,1723823,1763964,256424,297733,36656,39661,122262,138204,7708,8204,1829531,1920590,1442539,1476697,237196,274704,14399,15754,109960,125016,3453,3621,21984,24798,1460719,1496836,242358,281689,25281,28459,118515,134067,6357,6702,287724,293059,258547,261890,11827,13363,8656,8091,2582,2716,890,917,5222,6082,263104,267128,14066,16044,11375,11202,3747,4137,1351,1502
R,1,2023,61,4311907,2105137,2206770,1710038,1750782,240890,281535,22457,23495,100427,116633,4231,4222,27094,30103,1732651,1775480,248104,290948,36358,39241,110050,126671,7495,7776,1835329,1931202,1467657,1504431,229817,269026,14415,15948,98129,114077,3421,3389,21890,24331,1485729,1524156,234891,275860,25541,28749,106554,122800,6206,6380,269808,275568,242381,246351,11073,12509,8042,7547,2298,2556,810,833,5204,5772,246922,251324,13213,15088,10817,10492,3496,3871,1289,1396
R,1,2023,62,4308340,2096752,2211588,1696833,1747921,243273,284088,22109,23398,103753,122318,4139,4297,26645,29566,1719175,1772130,250299,293040,35872,39002,113084,132238,7348,7798,1832129,1939266,1459131,1504057,232422,271813,14141,16057,101388,119755,3347,3478,21700,24106,1477130,1523575,237423,278434,25257,28784,109659,128374,6057,6460,264623,272322,237702,243864,10851,12275,7968,7341,2365,2563,792,819,4945,5460,242045,248555,12876,14606,10615,10218,3425,3864,1291,1338
R,1,2023,63,4177177,2027533,2149644,1647654,1705237,231481,273965,20923,22258,98080,116069,3968,3929,25427,28186,1668882,1728375,238033,282625,34117,37300,107195,125289,7016,7233,1783927,1896486,1428822,1479062,221431,262249,13716,15310,95922,113701,3216,3198,20820,22966,1446078,1497674,226102,268632,24450,27645,103935,121741,5800,6007,243606,253158,218832,226175,10050,11716,7207,6948,2158,2368,752,731,4607,5220,222804,230701,11931,13993,9667,9655,3260,3548,1216,1226
R,1,2023,64,4111982,1986841,2125141,1618759,1690535,223887,266329,19446,21358,97061,116150,3675,3813,24013,26956,1638806,1712644,230106,274397,32279,36027,105327,124935,6418,6842,1761785,1885677,1416851,1476295,214186,255230,12984,14899,95037,113944,2999,3141,19728,22168,1433171,1494306,218626,261209,23526,27066,102365,121610,5338,5745,225056,239464,201908,214240,9701,11099,6462,6459,2024,2206,676,672,4285,4788,205635,218338,11480,13188,8753,8961,2962,3325,1080,1097
R,1,2023,65,4077632,1962547,2115085,1606594,1691593,214839,259368,19317,20830,94685,113418,3543,3684,23569,26192,1626132,1713059,220966,267209,31992,35451,102797,121617,6313,6665,1746531,1883048,1412542,1483577,205892,248806,12864,14691,92809,111463,2921,3001,19503,21510,1428555,1500993,210355,254588,23344,26835,100047,118621,5291,5557,216016,232037,194052,208016,8947,10562,6453,6139,1876,1955,622,683,4066,4682,197577,212066,10611,12621,8648,8616,2750,2996,1022,1108
R,1,2023,66,3930104,1880652,2049452,1542580,1637549,203103,252043,18127,19906,91441,111221,3293,3466,22108,25267,1561057,1658331,208839,259602,30190,34218,98837,118991,5833,6318,1679485,1830215,1362066,1441356,194616,241858,12097,14141,89672,109150,2703,2904,18331,20806,1377245,1458277,198756,247424,22103,26106,96277,115918,4909,5339,201167,219237,180514,196193,8487,10185,6030,5765,1769,2071,590,562,3777,4461,183812,200054,10083,12178,8087,8112,2560,3073,924,979
R,1,2023,67,3779314,1798068,1981246,1478368,1587893,189676,237450,17223,18938,88673,109808,3064,3417,21064,23740,1495918,1607245,195052,244566,28760,32349,95715,117189,5487,6080,1607987,1770106,1307712,1398446,181520,227975,11646,13471,87010,107882,2554,2805,17545,19527,1322184,1414166,185392,233219,21297,24671,93301,114323,4666,5084,190081,211140,170656,189447,8156,9475,5577,5467,1663,1926,510,612,3519,4213,173734,193079,9660,11347,7463,7678,2414,2866,821,996
R,1,2023,68,3687193,1745776,1941417,1441023,1562662,180269,228590,16069,17908,85647,106346,2970,3271,19798,22640,1457453,1581135,185305,235278,27118,30771,92205,113282,5247,5908,1569329,1741499,1281895,1382488,172936,219900,11174,13060,84145,104571,2488,2735,16691,18745,1295622,1397563,176644,224871,20543,23874,90036,110675,4478,5014,176447,199918,159128,180174,7333,8690,4895,4848,1502,1775,482,536,3107,3895,161831,183572,8661,10407,6575,6897,2169,2607,769,894
R,1,2023,69,3496466,1646714,1849752,1370410,1499708,162157,211356,14682,16441,78607,98416,2626,2917,18232,20914,1385677,1516797,166621,217421,25103,28503,84453,104786,4676,5309,1487275,1666909,1226662,1334814,155415,203391,10272,11993,77300,96830,2200,2441,15426,17440,1239514,1348889,158679,207907,19171,22196,82547,102480,4006,4549,159439,182843,143748,164894,6742,7965,4410,4448,1307,1586,426,476,2806,3474,146163,167908,7942,9514,5932,6307,1906,2306,670,760
R,1,2023,70,3402953,1594026,1808927,1331118,1469484,151850,202949,13625,15703,78121,98385,2603,2850,16709,19556,1344977,1485481,156002,208580,23106,27105,83573,104284,4556,5135,1445895,1635317,1197470,1312649,145577,195373,9604,11576,76853,96852,2243,2395,14148,16472,1209098,1325964,148627,199678,17747,21361,81734,102033,3955,4371,148131,173610,133648,156835,6273,7576,4021,4127,1268,1533,360,455,2561,3084,135879,159517,7375,8902,5359,5744,1839,2251,601,764
R,1,2023,71,3215672,1499481,1716191,1261007,1401601,140031,191041,12577,14464,67958,88342,2227,2556,15681,18187,1274015,1416579,143869,196296,21787,25383,72864,93450,4066,4593,1362174,1555807,1136536,1256822,134485,183917,9052,10700,66834,86961,1913,2147,13354,15260,1147529,1269210,137365,187885,16926,20085,71255,91452,3539,3919,137307,160384,124471,144779,5546,7124,3525,3764,1124,1381,314,409,2327,2927,126486,147369,6504,8411,4861,5298,1609,1998,527,674
R,1,2023,72,3027067,1401289,1625778,1167770,1316728,134928,184118,12119,13882,69264,91345,2253,2416,14955,17289,1180240,1330760,138631,189214,20831,24043,73899,96533,3978,4441,1271231,1469535,1050145,1175563,129453,177252,8820,10205,68154,89958,1914,2061,12745,14496,1060690,1187193,132193,181101,16353,18893,72316,94494,3457,3815,130058,156243,117625,141165,5475,6866,3299,3677,1110,1387,339,355,2210,2793,119550,143567,6438,8113,4478,5150,1583,2039,521,626
R,1,2023,73,2916670,1346613,1570057,1129093,1279779,123514,172338,11359,12931,66628,86359,2152,2388,13867,16262,1140628,1293036,126874,177083,19675,22669,70803,90958,3799,4271,1227459,1425761,1021058,1149090,118678,166055,8322,9698,65673,85136,1832,2021,11896,13761,1030895,1160183,121252,169692,15526,18141,69400,89182,3281,3681,119154,144296,108035,130689,4836,6283,3037,3233,955,1223,320,367,1971,2501,109733,132853,5622,7391,4149,4528,1403,1776,518,590
R,1,2023,74,2842417,1309002,1533415,1104671,1260454,115465,162169,10656,12262,63209,80734,2011,2258,12990,15538,1115441,1273237,118631,166640,18452,21547,67144,85146,3513,4000,1199031,1397724,1004881,1137417,111001,156438,7950,9246,62286,79554,1721,1938,11192,13131,1014093,1148111,113438,159833,14755,17329,65812,83408,3060,3458,109971,135691,99790,123037,4464,5731,2706,3016,923,1180,290,320,1798,2407,101348,125126,5193,6807,3697,4218,1332,1738,453,542
R,1,2023,75,2868507,1321692,1546815,1132868,1294161,105756,149463,10152,11505,58308,74368,1871,2031,12737,15287,1143560,1306857,108816,153714,17986,20925,61920,78551,3344,3707,1217100,1417658,1037786,1176700,101706,144049,7519,8753,57473,73319,1620,1750,10996,13087,1046959,1187457,104036,147363,14412,16991,60683,77027,2942,3248,104592,129157,95082,117461,4050,5414,2633,2752,835,1049,251,281,1741,2200,96601,119400,4780,6351,3574,3934,1237,1524,402,459
R,1,2023,76,2523804,1161030,1362774,996450,1141141,90171,129239,9023,10196,52522,67075,1660,1769,11204,13354,1005928,1152241,92768,132876,15845,18200,55711,70841,2970,3308,1067948,1245653,911719,1034634,86554,124289,6742,7823,51854,66069,1427,1519,9652,11319,919857,1043950,88525,127050,12739,14759,54682,69397,2577,2886,93082,117121,84731,106507,3617,4950,2281,2373,668,1006,233,250,1552,2035,86071,108291,4243,5826,3106,3441,1029,1444,393,422
R,1,2023,77,1968168,885460,1082708,750108,895422,73857,110175,7160,8475,43963,56048,1421,1639,8951,10949,757558,904472,75972,113166,12466,14934,46677,59235,2554,2951,806331,979002,678019,800977,70773,105835,5274,6349,43328,55212,1238,1408,7699,9221,684372,808529,72372,108078,9913,11902,45754,58006,2240,2570,79129,103706,72089,94445,3084,4340,1886,2126,635,836,183,231,1252,1728,73186,95943,3600,5088,2553,3032,923,1229,314,381
R,1,2023,78,1904024,851377,1052647,725420,874663,68394,104200,6646,8003,41153,53600,1249,1481,8515,10700,732597,883509,70397,107220,11711,14363,43648,56644,2333,2782,780063,957269,660364,787634,65618,100399,4990,6029,40624,52813,1086,1285,7381,9109,666543,795105,67147,102700,9481,11572,42859,55494,2060,2449,71314,95378,65056,87029,2776,3801,1656,1974,529,787,163,196,1134,1591,66054,88404,3250,4520,2230,2791,789,1150,273,333
R,1,2023,79,1877721,832446,1045275,716929,880965,63242,98290,6033,7539,37332,47110,1139,1250,7771,10121,723514,889427,64913,101040,10837,13652,39500,49861,2152,2450,767891,956294,657901,799687,60728,94733,4613,5774,36826,46421,1010,1086,6813,8593,663666,806817,62021,96810,8909,11106,38769,48839,1919,2154,64555,88981,59028,81278,2514,3557,1420,1765,506,689,129,164,958,1528,59848,82610,2892,4230,1928,2546,731,1022,233,296
R,1,2023,80,1744937,766859,978078,660119,823659,57505,91430,5558,6842,35634,45862,957,1205,7086,9080,666082,831217,59167,93893,9930,12396,37607,48320,1776,2231,708666,894897,606887,747708,55198,88013,4347,5193,35216,45218,830,1024,6188,7741,612078,754116,56488,89881,8262,10062,36971,47373,1551,1938,58193,83181,53232,75951,2307,3417,1211,1649,418,644,127,181,898,1339,54004,77101,2679,4012,1668,2334,636,947,225,293
R,1,2023,81,1467126,635783,831343,545006,697017,48300,79175,4831,5903,30647,40250,857,1015,6142,7983,550144,703651,49719,81328,8521,10760,32453,42455,1606,1928,584894,759669,498469,631270,46340,76400,3725,4568,30263,39696,757,854,5340,6881,502920,636958,47425,78067,7009,8856,31878,41637,1428,1667,50889,71674,46537,65747,1960,2775,1106,1335,384,554,100,161,802,1102,47224,66693,2294,3261,1512,1904,575,818,178,261
R,1,2023,82,1319376,562810,756566,479194,631279,43369,73247,4339,5501,29501,38388,804,954,5603,7197,483896,637253,44616,75216,7683,9777,31232,40447,1492,1806,515299,687787,435683,568262,41536,70499,3335,4237,29143,37857,706,801,4896,6131,439783,573305,42494,71998,6297,7962,30694,39679,1321,1555,47511,68779,43511,63017,1833,2748,1004,1264,358,531,98,153,707,1066,44113,63948,2122,3218,1386,1815,538,768,171,251
R,1,2023,83,1169575,491813,677762,418716,565215,37886,65887,3686,4853,25944,34193,685,933,4896,6681,422847,570756,39002,67697,6559,8835,27436,36082,1289,1742,450051,616030,380513,508693,36222,63383,2843,3734,25610,33709,595,775,4268,5736,384096,513439,37083,64757,5391,7241,26953,35371,1136,1485,41762,61732,38203,56522,1664,2504,843,1119,334,484,90,158,628,945,38751,57317,1919,2940,1168,1594,483,711,153,257
R,1,2023,84,1090974,452570,638404,387217,536409,33593,59904,3402,4517,23433,30898,584,782,4341,5894,390879,541325,34568,61491,6031,7999,24727,32583,1083,1479,414849,580956,352597,483780,32163,57584,2654,3462,23160,30479,497,651,3778,5000,355768,487917,32902,58787,4986,6489,24316,31955,949,1251,37721,57448,34620,52629,1430,2320,748,1055,273,419,87,131,563,894,35111,53408,1666,2704,1045,1510,411,628,134,228
R,1,2023,85,956063,390209,565854,332754,473385,29270,53888,2888,4000,20897,28563,540,734,3860,5284,336053,477806,30181,55346,5162,7060,22053,30067,982,1383,357118,514981,302348,426791,28042,51824,2238,3100,20654,28170,463,611,3373,4485,305226,430513,28737,52921,4266,5779,21697,29490,852,1182,33091,50873,30406,46594,1228,2064,650,900,243,393,77,123,487,799,30827,47293,1444,2425,896,1281,356,577,130,201
R,1,2023,86,842937,337159,505778,288011,424533,24665,47220,2490,3509,18189,25253,450,622,3354,4641,290846,428379,25411,48505,4420,6195,19271,26609,856,1165,308004,459750,261152,382195,23542,45420,1962,2702,17995,24911,393,538,2960,3984,263638,385478,24114,46414,3694,5044,18984,26120,764,1018,29155,46028,26859,42338,1123,1800,528,807,194,342,57,84,394,657,27208,42901,1297,2091,726,1151,287,489,92,147
R,1,2023,87,747815,292938,454877,249687,380640,21895,43017,2158,3178,15922,23180,410,556,2866,4306,252081,384220,22556,44167,3812,5656,16806,24450,781,1050,267442,413697,226221,342812,20910,41414,1690,2429,15747,22867,364,465,2510,3710,228315,345876,21425,42311,3170,4610,16539,23989,691,902,25496,41180,23466,37828,985,1603,468,749,175,313,46,91,356,596,23766,38344,1131,1856,642,1046,267,461,90,148
R,1,2023,88,651844,249710,402134,213409,338453,18150,37259,1779,2687,13538,19544,353,461,2481,3730,215525,341542,18717,38282,3173,4847,14331,20675,670,904,228366,366537,193654,305659,17400,35923,1398,2049,13381,19282,310,394,2223,3230,195549,308322,17864,36730,2667,3951,14095,20287,600,787,21344,35597,19755,32794,750,1336,381,638,157,262,43,67,258,500,19976,33220,853,1552,506,896,236,388,70,117
R,1,2023,89,545108,204154,340954,174388,285853,14517,31495,1465,2201,11441,17815,311,392,2032,3198,176114,288511,14970,32351,2613,4015,12113,18778,566,803,186875,310859,158435,258086,13910,30345,1151,1700,11315,17596,269,349,1795,2783,159960,260386,14267,31020,2180,3311,11926,18461,493,715,17279,30095,15953,27767,607,1150,314,501,126,219,42,43,237,415,16154,28125,703,1331,433,704,187,317,73,88
R,1,2023,90,492324,178950,313374,152845,263148,12795,28767,1284,2070,9975,16194,250,366,1801,2829,154362,265515,13217,29556,2269,3684,10578,17009,477,721,164049,286593,139055,238428,12261,27738,1003,1628,9872,16003,231,321,1627,2475,140421,240487,12607,28383,1905,3077,10424,16721,442,636,14901,26781,13790,24720,534,1029,281,442,103,191,19,45,174,354,13941,25028,610,1173,364,607,154,288,35,85
R,1,2023,91,407110,143427,263683,124318,224518,8846,21683,954,1613,7728,13187,201,285,1380,2397,125494,226518,9173,22331,1710,2992,8187,13874,384,592,131477,241795,113171,204220,8494,20930,752,1256,7660,13046,173,252,1227,2091,114211,205955,8769,21443,1422,2481,8082,13666,334,526,11950,21888,11147,20298,352,753,202,357,68,141,28,33,153,306,11283,20563,404,888,288,511,105,208,50,66
R,1,2023,92,356973,121715,235258,104409,199137,7855,19577,847,1459,7172,12650,183,265,1249,2170,105461,200957,8138,20174,1537,2674,7597,13305,344,522,111371,215200,94822,180538,7499,18882,661,1126,7108,12532,164,228,1117,1894,95767,182117,7724,19351,1286,2206,7492,13118,310,464,10344,20058,9587,18599,356,695,186,333,64,118,19,37,132,276,9694,18840,414,823,251,468,105,187,34,58
R,1,2023,93,278504,90754,187750,77754,158723,5864,16008,646,1132,5383,9980,140,224,967,1683,78577,160109,6090,16494,1185,2081,5695,10466,277,439,83123,172432,70657,144521,5626,15463,516,895,5339,9867,128,201,857,1485,71384,145742,5811,15857,999,1748,5619,10299,249,392,7631,15318,7097,14202,238,545,130,237,44,113,12,23,110,198,7193,14367,279,637,186,333,76,167,28,47
